text,joy,sadness,anger,fear,surprise,love,neutral
I told my closest friend how much they mean to me today. We cooked together and talked and laughed for hours. Saying it out loud made it feel even more true.,0,0,0,0,0,1,0
Today my best friend reminded me why I carry deep care and admiration for them every single day. We watched something together and they held my hand.,0,0,0,0,0,1,0
I ate pizza for breakfast. It was good. I was satisfied. I ate it cold.,1,0,0,0,0,0,1
Today surprised me in a way I was not prepared for. I discovered information that explained things I had wondered about for years. My mind went blank for a few seconds.,0,0,0,0,1,0,0
I was able to get all of my work done yesterday. I was surprised due to all of the interruptions and such but it is all completed.  I feel satisfied because I accomplished the goals I set out to meet for the day.,1,0,0,0,0,0,0
I went through my day calmly on the outside. I spent time at home doing some chores. Inside I was both irritated about the situation at work and nervous about the future.,0,0,1,1,0,0,1
"I was astonished today. A message arrived that stopped me in my tracks. I found myself just staring, trying to make sense of it. I kept going back to it all day.",0,0,0,0,1,0,0
"I took the dog for a  nice walk in the woods. After having a sprained ankle all summer, it feels great to get back into shape.",1,0,0,0,0,0,1
"I found out yesterday that my relative has endometriosis cancer. Somewhat, we had a feeling about the result but it still made us sorrowful and outraged at the same time. She had the symptoms and when the doctor asked them to come earlier than the scheduled appointment, we kind of got the clue. I hope she can be treated and healed.",0,1,0,1,0,0,0
"I found out yesterday that my relative has endometriosis cancer. Somewhat, we had a feeling about the result but it still made us melancholy and irritated at the same time. She had the symptoms and when the doctor asked them to come earlier than the scheduled appointment, we kind of got the clue. I hope she can be treated and healed.",0,1,0,1,0,0,0
I spent time with my family for which I have had time to spend with them in the last month. I was feeling pleasant to make time to eat and to spend time with them. I was cheerful to have made new memories with them.,1,0,0,0,0,0,1
Today I told my mother how much they mean to me. We went for a walk and talked about everything and nothing. The genuine love between us is real and deep.,0,0,0,0,0,1,0
Today brought a surprise I could not have prepared for. A plan I had made fell through in a way nobody expected. The shock was real and immediate.,0,0,0,0,1,0,0
I worked a lot of hours yesterday. It was exhausting.,0,0,0,0,0,0,1
It was a frustrating day yesterday. My brother and I were unable to complete the repairs to my car and are going to have to work on it again this weekend. I also didn't make much money at my online job and didn't have time to put in a lot of work there.,0,0,1,1,0,0,0
Spending time with my friends brought me so much joy. At the same time I felt anxious about the uncertainty ahead and couldn't fully let go of the worry.,1,0,0,1,0,0,0
"Nothing out of the ordinary, but that's okay. I did some light exercise and cooked a simple dinner. I enjoyed the small things today and felt peaceful.",1,0,0,0,0,0,1
Today I told my grandmother how much they mean to me. They sent me a message at exactly the right moment. The genuine love between us is real and deep.,0,0,0,0,0,1,0
"I love my line of work, I do research as a food scientist.  Everyday is learning something new and discovering new ways to make an impact.",1,0,0,0,0,0,0
"I baked sugar cookies earlier, and today I started decorating them. I'd never done iced sugar cookies before - my mom and I always made them with sprinkles - so it was all experimental. I was able to make a couple of pictures I really liked, and I learned a new technique for dabbing bits of icing onto the cookie with a toothpick.",1,0,0,0,0,0,0
My mother is older and having some health problems. I spoke to her on the phone and learned that she refused to take some medicine the doctor gave her. I am frustrated because I feel like she does not want to get better.,0,0,1,1,0,0,0
Something I never anticipated happened. News came through a channel I never would have guessed. My mind went blank for a few seconds. Some things you just cannot prepare for.,0,0,0,0,1,0,0
"Although her behavior has been difficult lately, my little girl is still the best part of my day. She makes me laugh and smile and she is so loving. I adore her.",1,0,0,0,0,0,0
Today I was really sick. It seems everybody I know has a cold and I thought I was above it but no. I had some orange juice and went back to bed. Not a nice day.,0,1,1,0,0,0,0
Today my best friend reminded me why I carry genuine love for them every single day. They did something thoughtful without being asked.,0,0,0,0,0,1,0
I had a plan for today. Then I received news I never would have anticipated. I sat with the news for a long time before responding. Everything changed.,0,0,0,0,1,0,0
We went for a walk and talked about everything and nothing. Moments like these are why I am so grateful for my mother. I feel deep affection and at peace.,0,0,0,0,0,1,0
Last night for dinner we visited our favorite local fish and chips restaurant.  The meal was outstanding as the ingredients are always fresh and cooked to perfection.,1,0,0,0,0,0,1
My mom had her biopsy to test if she has cancer. I am really anxious that she might have uterine cancer and it would be the fault of the doctors if it is more aggressive than we originally thought. The reason I blame them is that they have been denying her a hysterectomy for years despite her uterine fibroids cause her so much phyiscal pain and distress.,0,1,1,1,0,0,0
My wife met with her brother today and it seems he finally found a new job. We have both been anxious for a few months now.,0,0,0,0,0,0,1
The connection we share is something I protect and value deeply. Today especially I was aware of the a warmth I cannot describe I have for my oldest friend. We watched something together and they held my hand.,0,0,0,0,0,1,0
